event_id,team,module,priority,build_time_min,deploy_time_min,commit_size_loc,num_bugs,test_coverage_pct,ticket_resolution_h,deploy_status
1173,Gamma,payments,media,6.89,3.63,162,1,90.2,4.06,success
4778,Beta,api,media,6.87,3.36,427,2,89.0,6.17,success
326,Alpha,ui,baja,13.5,1.42,242,0,84.9,9.06,success
1052,Alpha,api,media,7.92,,96,1,83.1,9.2,success
4622,Alpha,api,media,3.72,4.6,135,0,85.5,9.31,success
3308,Alpha,api,media,4.53,7.07,225,0,95.0,3.14,success
4202,Gamma,auth,alta,4.13,3.26,133,0,90.8,5.39,success
2288,Beta,ui,alta,8.74,3.05,194,3,92.1,7.1,success
1520,Beta,ui,media,6.81,7.59,29,1,77.5,1.95,success
1197,Beta,auth,baja,12.14,1.68,98,0,85.5,10.18,success
621,Beta,ui,media,3.91,3.3,116,0,87.3,13.28,success
1393,Beta,notifications,media,11.01,1.85,82,0,62.8,11.86,success
2893,Beta,search,media,11.92,3.78,51,0,80.3,3.07,success
1190,Gamma,payments,alta,6.4,4.89,311,0,87.4,4.0,success
329,Delta,payments,baja,7.82,1.47,70,0,93.9,10.41,success
649,Alpha,search,media,12.09,2.53,101,0,88.8,9.51,success
898,Alpha,payments,media,4.98,2.64,56,0,75.2,6.43,success
1607,Gamma,payments,media,4.03,3.45,100,0,92.9,2.72,success
1124,Delta,payments,alta,14.71,4.4,178,0,93.5,21.3,success
2917,Beta,ui,baja,9.55,5.86,243,3,74.4,6.74,success
4652,Gamma,ui,media,5.9,3.6,184,1,93.6,25.05,success
3393,Beta,search,critica,8.41,8.07,30,0,88.7,3.0,success
4295,Alpha,api,baja,7.45,3.46,284,1,74.7,6.96,success
1943,Beta,ui,critica,9.28,3.25,291,3,90.5,4.47,rolled_back
3838,Beta,notifications,alta,4.56,2.8,254,0,81.0,3.16,rolled_back
4326,Alpha,ui,media,6.88,2.95,72,0,84.9,2.76,success
2743,Gamma,api,alta,12.93,3.48,29,1,84.6,2.67,success
1567,Alpha,search,baja,7.53,2.48,117,1,85.4,8.85,success
2093,Beta,payments,media,9.84,3.33,63,0,90.8,17.8,success
1024,Alpha,auth,baja,3.28,1.63,159,1,80.1,5.21,success
2424,Beta,ui,baja,7.04,2.4,199,0,71.8,18.74,success
2405,Beta,api,media,3.27,9.95,84,1,74.5,27.57,success
2978,Alpha,ui,media,11.96,1.32,82,0,89.9,3.7,success
1418,Beta,auth,media,10.07,3.86,56,0,95.5,7.97,success
1514,Delta,auth,alta,2.76,3.09,58,1,92.9,8.53,success
810,Alpha,api,baja,13.0,6.33,135,2,89.9,2.12,success
3214,Beta,search,media,4.0,3.04,61,2,82.5,18.6,failed
979,Beta,notifications,media,7.75,2.36,246,2,94.9,9.21,success
4667,Gamma,api,media,6.02,2.36,191,1,68.1,17.17,success
4451,Delta,payments,baja,41.3,2.51,139,1,88.9,3.94,success
4238,Gamma,auth,media,24.95,3.0,130,1,73.4,6.31,success
4562,Beta,ui,media,6.22,2.73,32,1,75.5,10.19,success
1426,Delta,ui,critica,3.94,3.22,96,1,69.8,4.53,rolled_back
2418,Gamma,payments,media,4.33,3.31,36,1,82.8,6.06,success
4625,Gamma,ui,baja,6.15,6.97,95,1,90.0,9.7,success
4422,Delta,api,media,6.65,1.72,34,1,87.8,5.56,success
2094,Beta,ui,media,13.49,1.26,113,3,,6.98,success
175,Gamma,ui,media,15.95,2.52,49,0,93.5,2.59,success
4162,Beta,api,media,4.68,2.78,32,0,94.7,8.9,success
4063,Beta,search,critica,7.1,3.65,143,0,86.4,3.48,success
2064,Alpha,api,baja,5.31,2.75,64,0,95.6,11.02,success
4470,Alpha,notifications,alta,10.3,5.94,314,5,74.5,8.79,success
218,Delta,payments,alta,7.54,2.7,163,0,95.7,8.38,success
3930,Delta,payments,alta,7.26,2.71,135,0,97.3,15.4,success
4486,Beta,api,baja,5.03,2.16,97,0,94.2,5.54,success
691,Alpha,api,alta,8.26,4.01,202,0,78.3,2.25,success
4265,Alpha,search,baja,13.99,6.5,160,2,78.7,2.04,success
2278,Alpha,payments,critica,9.17,3.88,231,3,78.2,2.33,success
2252,Beta,api,media,3.94,2.65,119,1,79.5,8.63,failed
1107,Gamma,search,baja,23.69,2.88,32,1,75.4,14.6,success
2629,Gamma,auth,critica,8.44,1.34,282,1,83.2,9.32,success
1922,Alpha,api,media,8.12,4.41,145,0,88.0,8.78,success
1551,Alpha,ui,baja,6.83,2.55,372,1,83.1,17.9,success
612,Delta,auth, media,5.6,3.96,253,2,78.5,9.22,success
3255,Beta,notifications,baja,5.03,2.98,93,1,90.4,4.43,success
3951,Gamma,notifications,media,6.11,4.72,28,0,94.0,2.97,success
577,Alpha,payments,media,3.73,2.28,237,1,92.4,12.28,success
2576,Beta,ui,media,3.73,5.24,97,0,94.3,2.77,success
4444,Delta,api,alta,6.09,4.6,125,3,90.6,0.91,success
1181,Alpha,notifications,alta,7.96,5.08,19,0,90.6,5.93,success
889,Alpha,payments,media,10.0,2.49,125,0,93.7,4.19,success
4684,Gamma,api,media,5.54,2.84,175,1,87.4,3.25,success
1756,Alpha,notifications,media,8.76,2.45,137,0,97.4,7.55,success
2953,Gamma,ui,media,23.34,2.88,193,0,86.7,3.64,success
818,Beta,search,alta,5.99,2.34,429,2,78.2,7.15,success
3291,Alpha,payments,alta,4.04,3.34,113,1,90.5,13.58,success
4868,Alpha,api,baja,7.65,4.74,70,0,83.0,10.75,success
209,Delta,ui,alta,7.39,3.31,110,0,85.1,5.19,success
294,Alpha,api,alta,11.67,2.74,351,1,81.9,6.33,success
1120,Beta,notifications,baja,8.63,2.0,139,0,68.5,4.23,success
2227,Alpha,ui,baja,5.3,2.26,13,0,80.9,12.18,success
3667,Delta,ui,media,15.69,2.98,219,2,81.7,12.58,success
1265,Delta,api,alta,5.54,3.1,183,2,75.4,4.76,success
991,Gamma,payments,baja,6.55,10.42,133,0,89.4,23.12,rolled_back
4205,Beta,api,baja,4.99,6.98,80,0,74.6,15.47,success
2255,Alpha,api,critica,2.99,5.04,43,0,-0.8,9.42,success
354,Delta,notifications,baja,7.24,2.68,33,1,78.6,8.36,success
1877,Beta,auth,media,10.98,2.4,83,2,78.5,24.51,success
2903,Beta,ui,alta,17.55,5.24,336,3,78.8,10.23,success
3056,Beta,ui,media,13.5,3.31,111,3,63.7,5.83,success
4924,Alpha,auth,critica,4.68,3.92,15,1,93.6,4.7,success
3571,Gamma,payments,media,7.64,6.35,165,0,85.5,5.57,success
1229,Beta,ui,baja,5.08,1.9,51,0,90.7,13.94,success
260,Gamma,api,alta,21.53,4.68,69,0,67.6,20.21,success
3771,Delta,search,baja,3.4,2.07,175,1,83.8,7.86,success
2940,Alpha,notifications,critica,3.1,1.58,150,2,92.2,4.08,success
4748,Beta,ui,media,7.67,5.0,12,2,63.2,2.61,failed
2437,Alpha,api,critica,18.51,3.01,299,5,68.3,6.27,success
2556,Beta,notifications,media,15.7,3.18,38,0,72.9,10.69,success
53,Beta,notifications,media,11.2,2.28,130,1,76.2,12.6,success
4002,Beta,payments,baja,6.45,3.89,17,0,90.0,9.09,success
4160,Alpha,search,alta,5.03,2.33,107,0,80.7,8.6,success
2943,Gamma,auth,media,10.12,2.8,231,0,94.0,28.98,success
2423,Delta,payments,baja,5.31,6.24,186,2,88.1,7.48,success
3592,Delta,notifications,baja,3.39,3.13,151,0,,19.26,success
2358,Beta,payments,media,10.39,3.35,153,0,93.5,2.46,success
1480,Gamma,api,media,6.39,4.48,109,1,78.5,35.81,success
1034,Beta,notifications,media,7.3,1.91,208,2,91.3,7.01,success
1098,Gamma,ui,alta,11.86,2.93,97,1,74.7,1.09,success
1470,Alpha,api,baja,8.95,2.96,416,1,82.2,3.19,success
544,Delta,api,media,4.76,2.75,5,0,92.4,13.94,success
1047,Gamma,payments,media,9.26,3.63,124,1,69.1,4.46,success
1920,Gamma,payments,media,7.08,4.29,93,0,94.9,1.97,success
1594,Delta,auth,baja,14.59,3.45,145,0,86.1,5.93,success
31,Gamma,api,alta,5.96,3.1,101,1,86.8,3.32,success
726,Beta,search,baja,5.17,3.25,221,1,73.8,4.77,success
3289,Gamma,ui,alta,7.22,2.42,199,2,86.5,1.52,success
2111,Gamma,api,CRITICA,10.3,3.01,139,1,95.6,4.7,success
3919,Alpha,search,alta,8.86,4.94,103,0,91.7,7.29,success
1427,Alpha,api,media,3.99,4.62,158,1,86.1,12.9,success
2529,Beta,notifications,baja,8.56,1.82,152,1,96.3,6.72,success
437,Beta,api,baja,6.26,2.6,74,0,89.0,24.71,success
2484,Gamma,auth,baja,6.36,1.4,15,2,73.0,5.72,success
913,Beta,ui,alta,6.75,5.62,60,0,75.1,18.89,success
4230,Delta,api,alta,11.0,0.77,119,3,93.6,2.19,success
4541,Beta,ui,baja,8.54,,176,0,90.1,16.53,success
4521,Beta,ui,media,9.13,3.25,68,0,76.4,6.82,success
4639,Beta,search,media,13.68,2.24,139,0,91.6,3.7,success
2703,Beta,payments,critica,6.25,,135,1,84.3,3.76,success
1630,Beta,api,media,3.46,6.25,53,1,88.3,12.21,success
1239,Delta,api,critica,16.92,2.14,196,0,97.2,11.22,success
904,Delta,notifications,baja,8.06,4.16,241,1,74.0,17.45,success
3159,Delta,search,media,4.88,3.9,91,3,86.4,17.19,failed
3733,Gamma,ui,media,8.05,2.95,181,2,77.1,13.11,success
4758,Beta,search,media,6.37,1.93,177,3,87.4,8.23,success
508,Alpha,payments,media,5.84,4.52,43,0,90.1,13.12,success
3740,Alpha,payments,alta,5.32,2.69,34,1,60.4,19.25,failed
184,Beta,api,baja,7.49,4.04,201,1,86.4,58.78,success
3794,Beta,payments,baja,12.26,3.93,151,0,89.7,7.04,success
1498,Delta,ui,baja,5.34,2.76,123,1,94.0,4.83,success
2768,Gamma,ui,alta,7.48,2.5,100,2,94.3,1.4,failed
322,Gamma,auth,baja,8.71,3.74,177,0,86.6,18.63,success
3300,Delta,auth,media,8.66,4.48,25,0,92.1,26.56,success
1533,Alpha,search,media,10.02,2.97,37,0,95.7,3.87,success
4532,Alpha,auth,baja,4.54,2.65,54,1,84.8,4.96,success
4336,Alpha,ui,baja,2.96,1.73,24,0,94.0,15.31,success
1804,Delta,api,media,14.2,4.18,148,0,83.8,5.51,success
1865,Alpha,ui,baja,3.56,1.94,18,0,88.4,14.12,success
4368,Delta,api,baja,5.68,4.19,72,0,84.7,6.35,success
4446,Beta,auth,media,6.7,1.79,187,2,87.4,17.49,success
1147,Alpha,api,Alta,9.06,2.92,56,1,66.2,3.4,success
4583,Beta,auth,media,8.03,3.83,231,0,94.2,7.97,success
45,Beta,ui,media,6.01,4.27,486,1,92.0,11.01,success
2182,Delta,payments,media,13.89,2.85,293,4,84.9,18.84,success
1631,Delta,auth,media,8.8,5.61,46,0,89.6,4.37,success
1955,Alpha,ui,baja,4.54,4.24,134,0,81.4,10.47,success
1379,Alpha,auth,baja,6.04,2.76,132,0,90.6,2.98,success
1789,Gamma,auth,media,5.33,1.88,85,0,72.9,3.85,success
3879,Alpha,notifications,baja,2.8,3.58,158,1,89.2,9.84,success
414,Gamma,auth,media,9.92,3.29,76,1,94.7,6.98,success
4088,Delta,search,media,13.49,3.52,42,1,80.0,2.59,success
1408,Delta,api,baja,10.66,,114,1,62.6,4.28,success
1808,Beta,payments,alta,5.58,6.24,235,1,93.8,13.48,success
802,Alpha,ui,alta,10.33,4.09,71,2,78.9,10.88,success
1289,Alpha,api,media,3.54,1.49,68,0,91.7,3.29,success
2196,Alpha,ui,critica,5.89,1.58,166,1,84.0,5.5,success
4691,Delta,api,alta,5.28,3.13,165,0,91.8,4.75,success
4211,Delta,auth,media,9.87,1.71,115,0,89.0,48.27,success
2332,Beta,auth,media,8.99,3.18,248,1,80.0,46.79,success
257,Gamma,api,media,16.37,2.14,59,0,86.3,,success
3735,Alpha,api,critica,2.94,4.46,154,1,79.6,5.98,success
4074,Alpha,auth,baja,14.02,5.6,206,0,91.7,6.66,success
1152,Beta,auth,baja,4.48,2.77,85,0,91.8,5.73,success
2315,Beta,notifications,media,5.7,4.44,37,1,77.5,3.93,success
648,Delta,auth,media,8.76,5.81,48,0,61.8,9.76,success
2922,Alpha,payments,baja,6.04,3.03,204,0,73.6,10.14,success
4707,Gamma,ui,critica,11.5,2.97,340,3,89.1,3.26,success
4308,Alpha,ui,media,5.53,1.56,75,1,94.9,36.5,success
3784,Beta,api,alta,4.52,1.74,292,0,94.3,2.7,success
1316,Beta,api,media,12.48,2.87,118,0,79.0,10.51,success
4923,Beta,search,baja,7.08,1.94,227,0,90.4,12.89,success
1993,Beta,ui,baja,5.81,1.66,52,1,87.4,10.05,success
2479,Beta,payments,media,7.92,2.84,169,6,72.6,2.11,rolled_back
1724,Gamma,ui,media,11.79,3.9,104,2,93.1,7.12,success
1351,Gamma,auth,critica,4.71,3.41,59,1,82.9,3.28,success
3748,Gamma,auth,alta,4.37,3.26,196,1,94.3,13.15,success
113,Gamma,notifications,baja,25.62,2.43,422,3,71.8,15.71,success
4569,Delta,api,media,15.89,3.23,150,2,78.4,4.4,success
264,Gamma,api,baja,7.62,3.34,37,0,70.7,3.25,success
1394,Alpha,ui,alta,3.05,5.5,188,1,87.6,6.12,success
2241,Delta,payments,media,10.42,7.67,103,1,84.3,1.89,success
1187,Alpha,ui,media,2.67,5.7,51,0,90.2,12.82,success
3133,Delta,api,alta,7.56,3.94,64,2,69.0,24.79,success
57,Delta,api,media,10.08,3.65,281,2,81.8,2.25,success
1310,Alpha,search,baja,12.34,3.94,111,1,90.6,13.98,success
696,Beta,auth,baja,2.57,2.07,41,0,71.4,2.62,failed
3382,Alpha,api,baja,3.85,1.32,53,0,93.5,4.49,success
2221,Beta,api,baja,4.29,4.43,324,2,90.8,15.01,success
3099,Beta,ui,media,8.67,2.25,38,2,88.1,1.53,success
2319,Delta,auth,baja,5.11,6.23,74,0,79.6,2.27,success
320,Gamma,search,critica,7.76,6.73,146,1,95.3,2.61,success
2300,Alpha,search,media,8.42,2.12,80,1,82.5,6.66,success
683,Gamma,notifications,alta,7.39,4.39,145,1,82.4,6.12,success
2329,Gamma,payments,alta,11.2,3.49,357,4,93.4,20.07,failed
3227,Delta,auth,critica,6.17,2.83,101,1,84.5,3.92,success
3818,Alpha,ui,baja,7.74,6.64,53,0,65.6,2.92,success
3679,Delta,ui,alta,13.06,3.03,103,1,88.9,6.24,success
3837,Beta,payments,baja,20.27,2.37,39,0,89.4,19.16,success
287,Alpha,ui,baja,4.91,2.43,222,1,89.3,8.32,success
4363,Gamma,search,critica,4.0,2.68,66,0,80.2,4.52,success
2139,Alpha,payments,media,6.03,3.48,118,2,91.5,13.48,failed
4879,Alpha,ui,media,3.26,2.4,336,0,85.6,1.23,success
3079,Delta,api,critica,7.46,5.18,48,0,93.8,12.31,success
1739,Alpha,ui,alta,5.1,5.58,191,2,84.8,7.5,success
3514,Alpha,auth,baja,6.8,6.95,175,2,84.2,4.79,success
1627,Alpha,search,baja,15.77,2.23,118,0,82.4,,success
2460,Gamma,ui,baja,7.09,3.93,162,1,92.3,14.17,success
737,Alpha,payments,baja,7.39,4.14,88,0,89.2,6.22,success
3922,Alpha,api,media,9.03,2.68,13,0,97.7,5.23,success
337,Beta,auth,media,7.07,7.36,44,0,83.1,4.54,success
3942,Delta,ui,media,6.43,5.18,44,0,97.0,7.59,success
2785,Alpha,payments,alta,4.64,2.44,129,0,88.6,11.97,failed
2655,Alpha,notifications,critica,4.31,2.39,430,2,86.4,1.68,success
4413,Gamma,search,alta,8.09,3.03,68,0,94.1,2.74,success
1072,Beta,auth,alta,10.72,3.48,488,5,82.5,4.18,success
2304,Gamma,auth,media,3.17,7.23,99,1,80.3,6.16,success
4463,Beta,ui,baja,3.59,2.08,5,0,66.2,17.61,success
2305,Gamma,ui,media,9.8,3.65,198,1,79.2,9.19,failed
3509,Alpha,payments,media,9.79,3.48,8,0,,3.49,success
4121,Gamma,api,baja,4.58,4.51,57,3,82.6,12.79,success
3941,Beta,payments,alta,6.35,2.79,142,1,72.0,6.36,success
3380,Beta,ui,baja,7.71,3.56,59,0,76.5,5.86,success
1489,Beta,auth,media,6.8,3.45,55,1,75.1,11.79,success
499,Gamma,api,baja,6.45,2.32,38,0,91.4,3.33,success
4353,Delta,payments,baja,7.72,2.28,64,0,85.0,11.61,success
4992,Alpha,payments,media,9.0,3.74,86,0,86.1,38.79,success
2571,Delta,api,media,11.41,2.37,129,1,90.1,11.4,success
4112,Delta,payments,critica,5.76,1.87,144,0,69.7,2.57,success
2935,Alpha,api,alta,6.8,2.69,19,0,93.3,19.62,success
3051,Beta,ui,media,9.09,2.04,102,1,88.2,15.09,success
3971,Alpha,auth,baja,2.29,2.89,139,2,67.1,7.05,success
1611,Delta,payments,baja,4.54,3.8,186,1,91.3,23.7,success
2489,Beta,search,baja,5.8,1.86,94,1,93.9,6.44,success
2292,Beta,api,media,12.85,3.36,38,2,80.4,21.37,success
3232,Beta,auth,baja,3.49,4.11,39,0,94.2,9.97,success
1023,Alpha,search,baja,15.5,5.24,38,0,81.9,11.0,success
2296,Delta,auth,baja,11.81,4.78,191,0,79.0,10.78,success
4895,Beta,auth,alta,6.31,2.31,366,2,83.5,15.38,success
3470,Beta,ui,alta,9.76,2.02,113,1,81.5,4.81,success
3077,Alpha,ui,alta,5.99,2.47,52,1,71.5,,success
3275,Gamma,notifications,baja,8.55,3.16,85,0,92.5,19.71,success
666,Gamma,search,alta,12.94,6.25,9,1,69.9,17.23,success
3948,Beta,ui,alta,11.98,,69,1,94.1,1.77,success
2652,Alpha,ui,media,5.01,1.61,273,0,88.4,13.04,rolled_back
1925,Beta,ui,alta,6.1,4.0,130,3,75.6,5.37,success
4274,Alpha,search,baja,5.63,8.07,227,1,92.5,11.23,success
2534,Delta,notifications,critica,7.0,1.12,311,0,83.9,1.4,success
1018,Delta,ui,media,12.66,1.74,185,2,60.6,6.12,success
558,Alpha,payments,media,6.65,3.43,157,1,88.2,2.66,success
3946,Beta,ui,media,4.1,3.61,277,0,84.3,3.47,success
1208,Gamma,ui,alta,6.79,6.83,59,0,87.4,5.27,success
2032,Beta,search,alta,7.73,2.12,139,0,78.5,3.72,success
2670,Delta,payments,baja,10.32,6.11,204,1,80.6,,success
3095,Alpha,search,baja,14.9,3.86,73,2,76.9,6.47,success
1511,Gamma,notifications,media,8.25,3.89,120,1,76.6,8.31,success
2802,Alpha,auth,alta,3.63,5.09,218,2,86.0,13.04,success
246,Alpha,payments,media,10.89,2.72,172,0,88.8,8.9,success
1164,Alpha,ui,baja,7.65,2.84,724,3,89.6,6.66,success
2352,Beta,search,media,10.4,5.34,251,0,92.2,6.19,success
267,Gamma,auth,media,16.39,2.68,149,4,85.1,6.04,success
2380,Delta,payments,baja,12.39,3.25,343,0,93.7,13.49,success
1115,Delta,ui,baja,6.69,4.67,83,2,84.1,4.43,success
64,Alpha,api,media,7.18,4.24,173,0,93.3,13.58,success
2606,Alpha,notifications,baja,6.2,3.11,129,1,71.5,24.25,success
2183,Gamma,ui,media,10.66,5.43,44,1,67.4,14.66,success
2771,Gamma,payments,media,6.67,2.39,163,1,93.3,13.74,success
3025,Alpha,search,media,6.07,3.7,56,2,73.4,17.98,success
3090,Alpha,payments,media,5.19,2.15,33,0,81.5,11.6,success
1889,Alpha,payments,baja,4.86,3.22,518,0,94.4,16.8,success
3169,Alpha,auth,baja,7.92,1.53,6,0,74.1,10.73,success
3894,Gamma,ui,baja,6.97,2.14,162,1,61.3,4.6,success
3863,Beta,auth,media,9.58,3.96,94,0,91.3,2.48,success
1685,Gamma,api,baja,5.33,,174,1,70.8,2.51,success
1238,Gamma,auth,media,11.87,5.1,132,3,79.0,3.24,rolled_back
104,Gamma,ui,media,4.65,3.6,118,0,90.7,5.92,success
2657,Delta,api,baja,10.8,3.73,39,0,77.6,38.05,success
273,Beta,notifications,alta,12.3,4.55,121,2,96.9,6.98,success
509,Beta,auth,baja,5.45,2.48,66,0,84.8,6.63,success
2582,Beta,api,baja,10.8,4.06,33,0,92.8,30.99,success
4942,Delta,search,baja,6.87,3.07,20,1,82.7,17.55,success
2690,Delta,ui,media,12.13,3.65,59,0,87.0,7.32,success
866,Alpha,payments,media,5.44,5.54,136,0,90.3,6.31,success
2448,Alpha,api,baja,14.14,2.96,308,3,79.0,15.95,success
909,Delta,notifications,alta,15.29,3.7,85,1,82.3,5.0,success
2128,Alpha,api,media,4.47,2.81,77,1,93.0,15.07,success
4268,Gamma,api,media,13.46,3.73,178,1,89.0,8.07,success
3912,Gamma,api,alta,8.25,3.55,234,3,83.1,6.47,success
1628,Gamma,auth,media,23.22,5.42,288,2,75.9,6.1,success
2887,Delta,auth,baja,17.17,3.91,96,0,91.2,6.33,success
1523,Beta,auth,alta,13.25,3.38,53,1,96.1,4.55,success
836,Gamma,notifications,alta,6.85,3.35,515,2,91.7,2.82,success
359,Delta,auth,media,12.58,2.93,25,0,79.9,2.36,success
139,Beta,payments,alta,6.47,2.93,415,0,72.7,2.94,success
300,Beta,search,media,5.46,4.08,212,1,86.8,5.12,success
1557,Gamma,api,media,3.43,3.13,53,1,80.1,7.71,success
1004,Beta,ui,alta,8.17,2.84,299,2,82.6,5.5,success
383,Delta,api,alta,7.53,4.62,245,0,,8.04,success
942,Gamma,ui,media,18.52,3.49,127,1,70.1,4.2,success
2269,Delta,notifications,alta,6.06,5.0,149,1,76.4,11.3,success
4855,Delta,api,alta,9.13,6.91,107,1,88.9,17.62,success
762,Gamma,api,media,7.82,1.98,247,1,97.3,7.43,success
1729,Gamma,ui,media,13.62,2.46,375,2,83.7,3.29,success
2881,Alpha,auth,alta,5.41,5.01,159,2,69.9,4.74,success
4273,Gamma,api,baja,20.39,3.39,135,0,89.5,7.21,success
2100,Gamma,payments,baja,7.58,4.6,63,0,63.6,8.4,success
2211,Delta,ui,critica,13.29,1.62,49,2,87.3,2.03,success
899,Gamma,api,media,5.94,4.54,273,1,78.8,8.98,success
4705,Alpha,payments,baja,12.46,3.96,37,0,85.5,5.94,success
2025,Gamma,payments,media,8.61,2.08,131,1,89.9,1.95,success
1403,Delta,ui,media,8.43,3.37,56,0,71.0,3.93,success
3460,Alpha,search,media,8.28,3.64,195,0,79.8,4.64,success
3801,Beta,api,critica,4.46,3.0,287,2,89.9,11.75,rolled_back
4395,Delta,auth,media,19.13,4.49,93,0,88.4,2.09,success
2969,Delta,search,critica,6.62,1.89,153,0,91.2,4.45,success
1513,Beta,api,alta,11.43,3.37,267,3,89.7,5.85,success
1189,Beta,search,baja,24.77,3.24,90,0,96.0,4.7,success
3003,Delta,auth,media,15.34,2.95,54,1,70.2,5.14,success
4233,Gamma,payments,media,4.56,3.9,59,1,88.5,12.29,success
3892,Gamma,ui,media,6.69,3.41,107,1,86.6,3.53,success
3451,Gamma,api,baja,21.28,2.41,39,0,79.1,2.06,success
109,Gamma,payments,alta,11.84,5.4,39,0,57.9,8.26,failed
2747,Gamma,ui,baja,8.87,3.05,103,0,87.4,3.06,success
2322,Alpha,payments,critica,10.31,5.67,315,3,84.6,4.54,success
1882,Gamma,auth,critica,16.15,3.45,26,1,78.9,4.38,success
59,Delta,search,baja,8.27,3.87,71,1,72.1,7.54,success
77,Delta,ui,media,16.05,1.65,33,1,85.7,41.21,success
797,Gamma,notifications,baja,9.2,2.62,169,0,85.0,9.8,success
369,Beta,payments,baja,3.93,3.48,92,0,88.3,4.79,success
4914,Beta,payments,baja,5.95,3.07,217,1,84.2,19.49,rolled_back
786,Delta,payments,media,3.42,3.61,128,0,77.6,9.13,success
2102,Beta,notifications,media,9.11,2.55,46,0,89.7,13.68,success
3189,Beta,ui,media,3.2,3.07,128,0,,5.98,success
3661,Beta,auth,media,7.26,3.52,155,0,83.2,5.99,success
2122,Alpha,ui,media,10.54,3.33,57,0,82.6,2.61,success
3847,Gamma,ui,media,5.37,2.9,143,1,78.7,4.28,success
2482,Gamma,api,alta,9.95,2.22,160,4,96.6,13.32,success
1727,Alpha,payments,media,6.37,4.02,72,1,85.5,7.97,success
122,Alpha,auth,media,16.04,3.8,133,1,73.4,7.61,success
2781,Gamma,search,media,10.97,3.32,32,1,,1.34,success
3162,Gamma,api,alta,4.54,3.13,196,2,64.4,11.31,success
3658,Beta,api,baja,4.34,4.05,98,0,61.4,12.53,success
911,Alpha,notifications,media,1.98,1.82,20,1,84.9,4.28,success
125,Delta,payments,alta,6.39,1.57,216,4,90.8,4.02,success
1974,Alpha,payments,media,2.92,4.09,56,0,84.1,7.18,success
1587,Beta,search,media,16.95,3.84,161,1,91.4,8.93,success
1258,Alpha,auth,baja,3.59,3.58,27,0,89.1,12.92,success
3455,Gamma,auth,media,9.4,4.16,80,0,80.1,9.02,success
3495,Gamma,search,critica,3.87,2.73,239,4,74.1,1.43,success
3397,Beta,api,alta,9.48,3.55,198,2,79.3,5.41,failed
1179,Gamma,auth,baja,6.51,3.0,66,0,66.1,4.0,success
2733,Delta,auth,alta,6.19,2.31,96,1,81.3,4.75,success
3484,Beta,notifications,baja,3.91,2.51,327,1,80.6,10.48,success
2349,Gamma,api,media,8.8,2.95,264,1,84.6,6.15,success
3814,Gamma,auth,baja,6.47,6.35,74,1,78.1,6.33,success
443,Alpha,search,media,8.28,2.49,137,0,77.7,6.53,success
2035,Alpha,search,media,7.43,3.87,82,1,76.3,9.7,success
4880,Gamma,api,media,9.48,6.43,280,1,90.5,8.64,success
926,Beta,notifications,critica,6.9,3.03,263,1,90.3,3.09,success
2894,Gamma,ui,alta,7.73,2.69,157,0,90.5,15.61,success
4293,Alpha,api,media,19.91,4.55,273,2,80.2,9.42,success
4779,Beta,auth,baja,3.64,5.88,99,0,86.9,30.32,success
1412,Alpha,search,media,4.62,2.16,103,1,90.1,5.73,success
3481,Delta,payments,alta,4.07,2.1,45,1,77.4,10.0,success
1774,Delta,search,baja,4.95,2.76,40,0,87.8,22.06,success
1510,Beta,ui,media,8.54,3.96,154,1,98.7,31.38,success
1228,Delta,auth,baja,10.84,5.41,99,1,82.6,16.64,success
3616,Beta,ui,baja,4.14,8.35,129,2,88.0,9.74,success
2758,Beta,api,media,8.8,3.56,62,0,85.9,20.33,success
3527,Alpha,search,alta,7.49,1.89,81,0,,0.88,success
3516,Beta,api,baja,6.3,6.0,36,0,94.2,6.4,success
4017,Delta,api,baja,4.45,1.76,230,3,58.2,10.02,success
325,Gamma,notifications,baja,11.11,5.59,141,2,67.9,2.6,success
1869,Delta,api,media,10.5,1.75,92,1,68.5,10.07,success
4553,Delta,payments,alta,3.1,3.16,164,1,91.5,1.47,success
1927,Alpha,payments,media,9.44,4.76,179,1,90.4,2.25,success
3312,Alpha,auth,media,4.98,2.84,37,0,82.7,4.82,success
3049,Alpha,api,media,7.12,4.52,117,1,98.5,14.45,success
1499,Delta,search,baja,7.12,1.82,140,0,86.4,9.48,success
1503,Gamma,ui,alta,5.72,3.76,214,1,,3.14,success
1007,Alpha,search,critica,5.72,1.91,68,0,90.6,1.31,success
4733,Alpha,api,media,2.78,3.93,108,1,82.4,5.2,success
4767,Delta,api,alta,9.69,2.87,60,0,90.7,16.45,success
4213,Beta,notifications,alta,7.9,3.32,61,2,94.0,3.65,success
1468,Beta,notifications,alta,10.72,8.07,273,0,90.1,3.38,success
1226,Beta,api,baja,7.03,7.26,119,0,79.9,10.97,success
4550,Gamma,auth,baja,9.29,3.37,39,0,73.5,13.72,success
2281,Alpha,payments,media,5.9,5.01,113,2,72.7,12.49,success
4374,Beta,payments,media,4.71,6.08,73,0,108.0,3.55,success
1217,Beta,auth,baja,17.41,3.58,155,1,89.5,3.19,success
4782,Alpha,api,critica,12.15,1.46,115,0,86.2,7.87,success
4459,Beta,notifications,media,6.71,4.31,26,0,86.7,8.62,success
421,Gamma,search,baja,8.29,1.95,51,0,87.5,31.15,success
